HA,AN,DI,FE,SA,SU
-0.017799284,0.018522155,-0.032654844,-0.10141178,0.1071657,0.018713279
-0.009427878,0.027415128,0.06089312,-0.013977775,-0.029212112,-0.061595034
-0.01468803,0.083567336,0.008051595,-0.032544132,0.001089085,0.039019067
0.002360266,0.06407628,-0.023693664,-0.019198721,-0.013311724,0.047581572
0.033679783,0.015089613,0.04184291,-0.043728333,-0.0028024544,0.049477365
-0.079237744,-0.013000861,-0.053632997,-0.019782495,-0.04085404,-0.035439186
-0.013237194,-0.055036638,-0.043012403,0.043386232,0.030403318,0.012739712
0.10676468,0.012003697,-0.006251248,0.014381525,0.024379931,-0.05774236
-0.025710056,0.008634158,-0.04093718,-0.0770317,0.0583211,-0.015929837
0.027851412,-0.0015494515,-0.047218267,-0.06524646,0.0141401,0.005015171
0.03859456,0.038245358,0.044038102,0.06839137,0.020722272,0.044492472
0.011241894,-0.092978716,-0.055830333,-0.05313483,-0.03754111,-0.07280275
-0.07701396,-0.013546154,-0.044290554,-0.015103172,0.008905177,-0.061708525
0.038976703,0.065416515,-0.029384103,-0.005128832,-0.025896445,-0.07095865
0.023696553,-0.020068165,-0.0054511926,0.020037014,0.06446043,-0.060203318
-0.027919801,-0.0007609026,0.06380122,0.020897496,-0.023365378,0.046934087
0.0243147,-0.038159117,-0.06051082,0.113069095,-0.068354696,-0.051273666
-0.048916936,0.032151774,0.062282704,0.012623954,0.023683302,-0.024724698
-0.042187665,0.015985295,0.05355546,0.04378798,-0.01739371,-0.029505463
-0.016490601,-0.028134035,-0.04475639,0.058539324,-0.03556542,-0.035981603
-0.03694663,0.05092653,-0.021249922,-0.07754626,-0.07957946,0.022450643
0.017851839,-0.012433658,-0.05303364,-0.012701678,-0.011925297,0.004158613
0.010662572,-0.01112425,-0.0490937,0.016254302,0.0650446,-0.013317438
-0.0077086594,-0.030083036,-0.026892917,-0.037800588,0.019505411,-0.011852014
-0.039448258,0.06428491,0.018810175,-0.039555114,-0.025832653,-0.00929197
0.014811494,0.017401228,-0.033152178,0.01699933,0.022948492,0.011646691
-0.024456702,-0.054322556,0.018263776,0.07766347,0.047808558,0.032211762
-0.011158647,-0.01847733,0.0077692918,0.0714492,0.011650644,-0.07855492
-0.06720016,-0.016115509,-0.032309335,0.007700784,0.035551395,-0.07482141
0.020652812,0.0012599125,-0.00286329,-0.098428875,-0.019433817,0.10779276
0.017558059,-0.036214426,-0.069819964,-0.02786235,-0.07851915,0.032894317
0.1139515,0.050416753,0.038031053,-0.00081880327,-0.04383858,-0.019092124
0.0010024756,0.016889686,-0.00018345134,-0.013968974,0.023939028,-0.079072185
-0.021979716,-0.117558785,0.03712146,-0.07524087,-0.051459793,-0.0505866
-0.007506293,-0.03328215,0.028981289,0.059832152,-0.010051374,0.0063474304
0.0416264,-0.010009714,-0.07172905,-0.03046365,-0.08244183,-0.009975158
0.061862506,0.10680413,-0.00888215,0.026196823,-0.016238408,0.017053656
-0.038735278,-0.010224193,-0.004642899,-0.034025975,-0.03495103,0.013720141
-0.030018745,-0.024192797,-0.06627549,0.07193184,-0.04852689,0.045540486
-0.08559296,-0.015743306,0.05958891,0.019446999,-0.014660426,-0.0053439857
0.013525876,-0.06741706,-0.013768395,-0.023944624,-0.01654136,0.01685036
0.0750745,-0.011630479,0.0030848735,-0.045065135,-0.007561516,-0.0033707677
0.007228176,-0.003519851,0.009415999,0.067696355,0.029875202,0.057904493
-0.0025133528,0.06109077,-0.0024073124,0.0060837707,0.04469365,0.035979904
-0.014782737,-0.018760467,-0.012889834,-0.03040099,-0.018597778,-0.01881207
0.013065234,-0.021495594,0.018248899,-0.026777526,-0.010090321,-0.019405192
-0.026483651,-0.04327791,-0.046649907,0.04673967,-0.06608524,0.013689597
-0.080795765,0.062586166,0.029740814,-0.041774705,0.011625154,0.0051371804
-0.013002188,0.028004551,0.05642496,0.049265515,-0.0141440695,0.04408485
0.017589089,-0.04504684,-0.008151674,0.060143147,0.03807545,0.0103219645
-0.06254247,0.014480984,-0.005074319,-0.032647204,-0.015283551,0.08056697
-0.029240923,0.042469226,0.067708015,-0.008415515,-0.03428558,0.03327571
0.03609084,-0.05691884,-0.09880093,0.008650333,-0.021227991,-0.051734887
-0.044068612,-0.041329376,0.063285895,-0.056972295,-0.012542205,0.02924041
0.053243093,0.026318593,0.02811894,-0.013143942,0.04683583,-0.07515509
-0.052299745,0.03565419,-0.07500751,-0.0086951265,0.0834887,-0.0083030965
-0.007872823,-0.020877529,-0.025291406,0.034635417,-0.0032020044,0.0050789844
-0.07062983,0.013152953,0.007302357,-0.014993111,-0.0662975,-0.05019282
-0.042456754,-0.013759634,0.03872561,-0.017826883,0.042599484,-0.03282592
0.010260554,0.058582738,-0.054353327,-0.009521258,0.04856268,0.021850662
0.024531523,-0.022714628,0.096042894,0.04845299,0.032120842,0.027455991
-0.015790623,0.016143369,0.043012217,-0.0022849524,-0.0433798,-0.0006479107
-0.03447566,-0.05595921,0.020982837,0.033736214,-0.10994959,-0.004272556
0.037373617,0.0059194975,0.05674766,-0.0072972025,-0.02061284,-0.008720061
0.030853752,-0.039231107,-0.0048809843,-0.016871428,-0.006032596,0.0064184507
-0.028197039,0.051276136,0.017782308,0.070741974,-0.024184154,0.07806976
-0.010604049,-0.027376117,-0.03700197,-0.023464754,-0.026126,-0.021228135
-0.08891452,-0.034171097,-0.024756253,0.056339104,0.019147972,0.06374411
0.054392297,0.006684134,-0.052384526,0.008513297,-0.038539436,0.043312132
0.015633333,-0.013045282,-0.068445414,-0.040369734,-0.015670823,-0.0019934224
-0.004448295,-0.024248645,-0.07437445,-0.0064890976,-0.013492983,0.019359501
-0.012425965,0.0020774652,0.009269143,0.007794712,0.05134932,-0.023623047
0.089170195,0.023317402,-0.009559416,-0.01750311,-0.08126159,-0.003803506
-0.04242437,0.04224277,0.02415251,0.04021079,-0.02519452,-0.037690565
-0.08018956,0.055464707,-0.052158054,-0.05908938,0.024021503,0.00503622
0.015023112,-0.07906388,-0.064964056,-0.022418894,-0.019627897,-0.02942379
-0.014920654,0.03863028,-0.018280799,-0.025719179,0.028289381,-0.03365581
0.04415337,0.01703904,-0.0027751813,-0.019499028,0.020966643,-0.06162582
-0.004661308,-0.060445134,0.010319844,0.012143417,-0.025775822,-0.04105345
0.007105591,0.004238018,-0.048373092,-0.030966077,-0.038265966,-0.06430313
0.013121873,0.04803387,0.0075101173,0.038638663,-0.00014127212,-0.030569488
-0.045861006,0.014592263,-0.049289923,0.020361798,-0.033201054,-0.06484923
0.0041375984,0.045022387,0.09178809,0.031307667,-0.0035792917,0.04247603
-0.03003432,0.099094085,0.0059531354,-0.08211831,0.061443806,0.0012837561
-0.01867589,-0.09945573,-0.0159138,0.014973117,0.024412783,0.05585168
0.047208678,-0.01781818,-0.030042777,-0.0011386663,0.07340639,0.077562556
0.032740988,0.05011767,0.13410321,-0.03415221,0.0063237776,0.00091629516
-0.014287887,-0.066068806,-0.0660652,0.03316184,-0.06516104,-0.081625335
0.03166451,0.00027189188,-0.09700112,0.020759588,-0.04586039,0.014262782
-0.0115848435,-0.0036298211,0.08963953,-0.013110758,0.039603874,0.0982645
0.010741503,-0.024964785,-0.008219953,-0.06482018,-0.016132941,0.0037876074
-0.046336573,0.0057412987,0.03972907,-0.054614354,-0.0024838496,0.030337764
-0.02744015,6.095424e-05,-0.015664442,0.029137317,0.02195025,-0.052613847
-0.009176809,-0.10313138,0.030522501,-0.027107699,-0.06199873,-0.057292692
0.028319012,0.03415416,0.036199275,0.046774577,0.009655071,-0.0573071
-0.003173502,-0.030863857,-0.052160233,0.022211485,0.032135837,-0.11538729
0.018684309,-0.030714637,-0.016632397,0.03155061,0.11966379,-0.017882144
0.053621363,0.008640013,0.0103412075,-0.014047474,0.022596564,-0.038889125
-0.06355846,-0.014887268,-0.0015576022,0.05578685,0.0822375,-0.040864
-0.028381301,0.003372575,-0.038393185,0.004738597,0.0050311335,-0.031918593
0.05015719,0.010027237,0.027686015,0.054932397,0.06259275,-0.056511663
0.019181792,-0.0032601396,-0.027454345,-0.0020542247,0.010820883,-0.013562557
0.12047581,-0.006121942,0.007501127,-0.041049242,0.043731254,-0.02176182
0.028250752,-0.026999136,-0.005702954,0.005077992,0.017683392,-0.031674914
0.053765003,-0.023602514,-0.0030393188,0.04385887,-0.030664254,-0.008105733
0.05202429,0.0137528675,0.058619443,0.048768323,0.082024865,0.01344236
0.011943408,9.820108e-05,-0.011361456,-0.080189764,0.020159483,-0.053654294
0.009580145,-0.06266009,0.05775103,0.0566274,0.055983987,0.0009963661
-0.034946218,-0.05930225,0.06619069,0.035550088,0.028755093,0.0030059682
0.062148023,-0.0013064824,0.06376724,-0.016069215,-0.007065,0.076365866
-0.11640943,-0.006234366,-0.036900956,0.02216602,-0.11287026,0.006099067
0.06864469,0.044532914,0.026892055,0.015133098,0.057627242,0.048684463
0.02069904,-0.018529274,-0.0016329753,-0.027641648,-0.017408073,0.0267216
0.0411695,-0.001540558,0.06983299,0.021290619,0.019570153,0.012412908
0.0051702172,-0.039637234,0.07107833,0.013222851,-0.056654826,-0.01150032
-0.013134015,0.012757106,-0.0161286,-0.020819237,0.0027985305,-0.03423449
-0.037200123,-0.04330007,0.020910447,-0.04801183,-0.033596437,-0.01239576
-0.02041416,0.06919896,-0.007215446,0.005648588,0.02541802,-0.053519096
0.029881485,0.02736213,-0.11357932,-0.01513034,-0.053313065,-0.029538807
0.0038338604,-0.041114073,0.036828607,0.08119436,0.0069450806,-0.0032112675
0.085012555,-0.010544502,0.009011229,-0.06123082,0.02853223,-0.04177744
-0.012244326,0.061458074,-0.06829346,-0.02024645,-0.009598335,-0.0019236065
-0.07722729,-0.016664522,0.07868157,0.034456756,-0.05837395,0.01643564
0.009410935,0.019035691,0.0038970625,0.016592246,-0.032595735,-0.016791312
-0.016858745,-0.03751436,-0.0055858605,0.05252202,0.07348332,0.012428378
0.016237192,0.05422611,2.2529846e-06,0.117653154,-0.01708995,-0.014254194
-0.028142782,0.065247275,-0.008000907,-0.046271294,0.018464968,-0.05402297
-0.05089708,-0.03594752,0.051487233,0.002727965,-0.056444246,-0.013687467
0.014758745,-0.041772906,-0.014804552,0.040394936,-0.015458645,0.031650234
0.053889997,-0.0069461954,0.07032235,-0.008528368,0.01563409,-0.004546321
0.05215856,-0.035121117,0.0620093,0.056591347,0.04169269,0.06322589
0.12413859,-0.010012514,-0.00067098637,0.041542742,0.08415703,0.033216238
-0.020742532,0.008814017,0.019282874,0.00565184,-0.019483076,0.002882233
-0.032139238,-0.07710078,0.009754898,0.028226562,0.015833365,-0.05287014
-0.015363247,0.06642686,-0.0035186326,0.011427246,-0.019263126,0.023905434
-0.0036671627,0.010673905,-0.029089758,-0.012854831,-0.05110075,-0.06440554
-0.029805917,0.03964396,0.09828446,0.04207471,0.07610903,-0.12093368
-0.03005764,-0.042155635,-0.0035495919,-0.08545897,-0.001243612,-0.018960577
-0.0033283678,0.052388128,-0.060758468,0.053218827,0.06276386,-0.034189478
-0.052090034,-0.0060844924,-0.018188987,-0.0048886132,0.0060573486,-0.052782428
0.013594237,0.04219859,0.036576495,-0.039863322,-0.017677108,0.024913535
0.03604101,-0.0102257775,-0.016812326,-0.03688208,0.022219127,0.030999187
0.00027520664,-0.0030509017,-0.023430642,0.0006460641,-0.016626969,-0.020286795
-0.017727885,-0.054167476,-0.021450069,0.068180166,-0.033049107,-0.010898197
-0.007430489,-0.02355568,0.02872518,0.017307723,0.02045176,-0.08023176
-0.023825001,-0.062081,0.035666566,-0.14922005,0.018874384,0.014146646
-0.012737342,-0.011444525,-0.00079746475,-0.051317062,0.041950803,-0.027843837
0.011615667,-0.013262803,0.05280579,0.020421492,0.026524842,0.03782815
-0.08296361,0.065951884,0.05127141,0.02920156,0.10217784,-0.002244826
-0.042247057,-0.029492747,0.052117467,-0.00048073643,-0.022129524,0.016579676
-0.04286698,0.053372443,0.015076413,-0.006484689,0.0379174,0.042060174
-0.0044451146,-0.02314895,-0.039075676,0.018517254,0.009310044,0.0040794103
-0.042252548,0.016758272,-0.05949246,0.03701634,0.018686276,0.021500127
0.01235017,-0.07496319,-0.035004646,-0.054541864,0.020261334,-0.0016760681
-0.010884413,-0.016666366,-0.012929008,-0.04355775,0.021247257,0.04898497
0.0120261265,-0.04287781,-0.03415708,0.025696702,-0.013043646,0.019205734
-0.092387535,0.056896046,0.06906447,-0.045337707,-0.008857772,-0.029657789
-0.0047777924,0.012963657,-0.0076116743,0.021585485,0.00043409865,0.002422936
0.068668805,-0.09775784,-0.019574346,0.038803477,-0.0013333255,0.12300036
0.058597192,-0.016871851,0.0151566295,-0.04969238,-0.044209845,0.12552626
0.045199692,-0.055842314,-0.0026096012,0.023262722,-0.019747475,0.0903596
0.030128594,0.050921652,0.0036320577,0.008680817,0.018055394,-0.056804933
