HA,AN,DI,FE,SA,SU
-0.065416,0.007343465,-0.09440066,-0.025957042,-0.015012378,-0.022555046
-0.015255498,-0.041707966,-0.035216264,0.049965847,-0.05654694,-0.0057675866
0.042329766,0.03252072,0.005723056,0.01072355,0.008292498,0.037038665
0.06919399,0.04778951,0.034853574,-0.09576617,-0.016577082,-0.047285244
0.10244558,0.04007208,0.09322527,-0.00307225,0.09641005,-0.0054691266
0.013388155,-0.026906418,0.051827338,-0.11254818,-0.061409958,0.04000929
0.026021471,-0.023012765,0.025304826,0.03299352,0.007854473,0.011333711
-0.0011313211,-0.056132708,-0.03392272,-0.0053092255,0.030368958,-0.042194985
-0.11743914,-0.0256871,-0.066942506,0.045338176,0.065321565,0.009529625
0.05298835,0.041599486,-0.014472224,0.062007446,0.026480244,0.03751808
0.03409686,-0.024499385,-0.0032448804,0.007400447,-0.044429,-0.041087728
0.07789398,-0.015492822,0.0050472924,0.053917225,0.065887265,0.036133695
-0.0025133144,-0.08866182,0.043393277,-0.018583598,0.005923946,0.011471653
0.0052733044,0.05637392,-0.05423713,0.04393813,0.06773125,0.0050534355
-0.034551017,0.05368876,-0.03496956,0.030254185,0.05445277,0.0056882463
-0.056497976,-0.023937382,-0.08349845,-0.0067668804,0.0055860025,-0.030660791
-0.030397726,0.028133288,-0.05334066,0.0059120352,0.0012037787,-0.037113253
-0.011104938,0.016930625,-0.08710121,0.0352293,-0.074072845,0.017032895
-0.02573464,-0.0660723,-0.10005155,-0.1175592,0.032437813,0.0019632413
0.008808184,-0.11604911,0.01919819,0.007987675,-0.08137683,0.029462436
-0.024006238,-0.050288886,-0.0024261957,-0.003371821,-0.016288957,0.005956921
0.08751215,-0.10551674,0.039419457,-0.100896716,0.009236989,-0.07307179
0.023701869,0.0008109028,-0.010994019,-0.078623496,-0.038342312,-0.032086268
0.054581486,-0.013230403,-0.011037752,0.011249858,0.033063143,0.1402842
-0.030064099,-0.09871696,-0.059991624,-0.037413996,-0.008870696,-0.019078959
-0.09187187,0.01068432,0.0033348822,0.007098098,0.046222713,-0.017122516
0.025988473,0.055033706,-0.028062228,-0.0009136288,0.013933103,-0.025360087
-0.011852771,-0.030601675,-0.039579183,-0.012616484,-0.043654125,-0.0692701
-0.0084316805,-0.073484436,-0.014012569,-0.04470836,-0.10368479,0.011092022
-0.04914668,-0.058416296,-0.0038162088,-0.05311414,0.058004502,-0.04195609
-0.01995164,-9.0243426e-05,-0.05045495,0.04194294,0.03614965,0.051249664
-0.009116534,-0.023379184,-0.029250007,0.02796991,0.021579515,-0.016102381
0.010953428,-0.0066399663,0.02234349,-0.08231648,-0.07505058,-0.056821182
0.0332559,0.008101801,-0.014764349,-0.028495107,0.015527062,-0.09102683
-0.019962577,-0.043653842,-0.02425449,-0.026785197,0.009091264,0.03588792
-0.0023689398,0.065285765,-0.07880561,0.024956506,-0.05750906,-0.05879075
-0.016552541,0.030644022,-0.0016579875,-0.080638684,0.03853836,0.03305749
-0.030774105,0.032169312,-0.05875744,-0.013704959,-0.016201502,-0.050977934
0.023410814,-0.035810802,-0.023743615,0.005897238,0.056667164,-0.015950415
-0.012461022,0.054532245,-0.013615412,0.01777455,-0.029388627,-0.073933
-0.029124994,0.04782943,-0.010180625,0.0024532785,-0.050346807,-0.011419411
-0.061492153,0.005048832,-0.02163927,0.05692916,-0.0055953916,-0.018126227
-0.093632095,-0.031170506,-0.023101252,-0.017413553,-0.11677893,0.018019065
-0.056514405,-0.02882516,-0.0698774,0.055304896,-0.001577435,-0.046796158
-0.04865971,-0.061595563,-0.019546816,-0.013791868,-0.014526757,0.01033469
-0.0680834,0.012911771,0.03777779,-0.03452825,0.016553415,0.06054358
-0.017071975,0.034227457,0.053718742,0.05684576,0.040937588,-0.003552016
